cell_id,pred_cell_type
ideanbck-1,CD4+ T cells (naive/central memory)
idebhkao-1,Plasma Cells (differentiated B cells)
ideekgll-1,Smooth Muscle Cells
idefcjnn-1,Smooth Muscle Cells
idefmibd-1,B cells
idegmklc-1,Plasma Cells (differentiated B cells)
idejciph-1,Anti-inflammatory Macrophages (M2-like)
idejkplp-1,Fibroblasts / Myofibroblasts (Stromal cells)
idekifnp-1,CD8+ Cytotoxic T cells
idelicbh-1,Fibroblasts / Myofibroblasts (Stromal cells)
ideoalbl-1,Smooth Muscle Cells
idfambeh-1,Smooth Muscle Cells
idfbmjpi-1,Plasma Cells (differentiated B cells)
idfcgbpi-1,Anti-inflammatory Macrophages (M2-like)
idfeeppg-1,Smooth Muscle Cells (and/or Myofibroblasts)
idfelbbd-1,Fibroblasts / Myofibroblasts (Stromal cells)
idffanoi-1,Plasma Cells (differentiated B cells)
idfghdfj-1,CD14+ Monocytes / Macrophages
idfglcmf-1,Anti-inflammatory Macrophages (M2-like)
idfgllld-1,Anti-inflammatory Macrophages (M2-like)
idfhpglo-1,CD4+ T cells (naive/central memory)
idfifmef-1,Smooth Muscle Cells (and/or Myofibroblasts)
idfilfmc-1,CD14+ Monocytes / Macrophages
idfjemhc-1,CD4+ T cells (naive/central memory)
idflkaee-1,Plasma Cells (differentiated B cells)
idfnampg-1,Smooth Muscle Cells
idfoaenb-1,Plasma Cells (differentiated B cells)
idfpebhj-1,Plasma Cells (differentiated B cells)
idfppfle-1,B cells
idgagpmk-1,Smooth Muscle Cells
idgblelc-1,Smooth Muscle Cells (and/or Myofibroblasts)
idgbngog-1,Plasma Cells (differentiated B cells)
idgcdjdo-1,CD4+ T cells (naive/central memory)
idgdgefd-1,Smooth Muscle Cells
idgdnlad-1,Plasma Cells (differentiated B cells)
idgeamed-1,Smooth Muscle Cells (and/or Myofibroblasts)
idgfjlhc-1,Anti-inflammatory Macrophages (M2-like)
idgfpiel-1,Smooth Muscle Cells
idghongn-1,Plasma Cells (differentiated B cells)
idgicmdg-1,B cells
idgipmfj-1,Fibroblasts / Myofibroblasts (Stromal cells)
idgjddea-1,Smooth Muscle Cells
idgkfelm-1,CD4+ T cells (naive/central memory)
idgkkloa-1,Fibroblasts / Myofibroblasts (Stromal cells)
idgknfde-1,Smooth Muscle Cells (and/or Myofibroblasts)
idgmdekn-1,CD8+ Cytotoxic T cells
idgmodhe-1,CD14+ Monocytes / Macrophages
idgnbbkn-1,CD4+ T cells (naive/central memory)
idhaimgh-1,Plasma Cells (differentiated B cells)
idhbihja-1,Plasma Cells (differentiated B cells)
idhboehl-1,Naive/Central Memory T cells
idhclbmc-1,Smooth Muscle Cells (and/or Myofibroblasts)
idhhjhod-1,Anti-inflammatory Macrophages (M2-like)
idhjhnch-1,Anti-inflammatory Macrophages (M2-like)
idhlbjoc-1,Anti-inflammatory Macrophages (M2-like)
idhlgfmc-1,Smooth Muscle Cells
idhmfeoc-1,Fibroblasts / Myofibroblasts (Stromal cells)
idhmhbdh-1,Fibroblasts / Myofibroblasts (Stromal cells)
idhnfjpa-1,Anti-inflammatory Macrophages (M2-like)
idhnjgkn-1,Anti-inflammatory Macrophages (M2-like)
idhpfgmm-1,Plasma Cells (differentiated B cells)
idhppkpg-1,Smooth Muscle Cells (and/or Myofibroblasts)
idiafjjn-1,B cells
idiaigcf-1,B cells
idibfkla-1,CD8+ Cytotoxic T cells
idibpcci-1,Smooth Muscle Cells
idiebheb-1,CD14+ Monocytes / Macrophages
idigalod-1,CD14+ Monocytes / Macrophages
idihflci-1,Anti-inflammatory Macrophages (M2-like)
idihhgfc-1,CD4+ T cells (naive/central memory)
idiihlio-1,Plasma Cells (differentiated B cells)
idikaoco-1,Plasma Cells (differentiated B cells)
idikclio-1,Anti-inflammatory Macrophages (M2-like)
idikknoh-1,CD8+ Cytotoxic T cells
idimpgdg-1,CD4+ T cells (naive/central memory)
idioofpa-1,Smooth Muscle Cells
idipdipa-1,Anti-inflammatory Macrophages (M2-like)
idiphofk-1,CD4+ T cells (naive/central memory)
idjajcno-1,Anti-inflammatory Macrophages (M2-like)
idjbcpnj-1,CD14+ Monocytes / Macrophages
idjbfobi-1,Plasma Cells (differentiated B cells)
idjbkfoi-1,CD4+ T cells (naive/central memory)
idjegagc-1,Smooth Muscle Cells (and/or Myofibroblasts)
idjehnnj-1,Possible Mast Cells / Neuroendocrine-like
idjfbibh-1,Anti-inflammatory Macrophages (M2-like)
idjffgbm-1,Plasma Cells (differentiated B cells)
idjjagel-1,Smooth Muscle Cells
idjkigkb-1,Plasma Cells (differentiated B cells)
idjlccko-1,CD4+ T cells (naive/central memory)
idjljjeg-1,CD4+ T cells (naive/central memory)
idjmmode-1,CD4+ T cells (naive/central memory)
idjnahci-1,CD4+ T cells (naive/central memory)
idjoefho-1,CD4+ T cells (naive/central memory)
idjongla-1,CD4+ T cells (naive/central memory)
idjpipoj-1,CD4+ T cells (naive/central memory)
idjpkiib-1,CD4+ T cells (naive/central memory)
idkceolg-1,CD4+ T cells (naive/central memory)
idkedceh-1,B cells
idkfaojj-1,CD4+ T cells (naive/central memory)
idkfbcdj-1,CD4+ T cells (naive/central memory)
idkfjkem-1,CD4+ T cells (naive/central memory)
idkhehna-1,CD4+ T cells (naive/central memory)
idkifpmo-1,CD4+ T cells (naive/central memory)
idkknkma-1,CD4+ T cells (naive/central memory)
idkmbcgb-1,CD4+ T cells (naive/central memory)
idkmknje-1,CD4+ T cells (naive/central memory)
idkpmeba-1,Naive/Central Memory T cells
idlakhdm-1,Possible Mast Cells / Neuroendocrine-like
idlcbjhg-1,CD4+ T cells (naive/central memory)
idlclcfb-1,CD4+ T cells (naive/central memory)
idlgdcia-1,CD4+ T cells (naive/central memory)
idlgdfej-1,B cells
idlhkplc-1,CD4+ T cells (naive/central memory)
idliemhn-1,CD4+ T cells (naive/central memory)
idljnbjp-1,CD4+ T cells (naive/central memory)
idlkfpnj-1,CD4+ T cells (naive/central memory)
idllgfpk-1,CD4+ T cells (naive/central memory)
idllpfpb-1,CD4+ T cells (naive/central memory)
idlmgjhn-1,CD4+ T cells (naive/central memory)
idlnfghd-1,CD4+ T cells (naive/central memory)
idlnjnia-1,CD4+ T cells (naive/central memory)
idlnljab-1,CD4+ T cells (naive/central memory)
idloocdj-1,CD4+ T cells (naive/central memory)
idmabmel-1,CD4+ T cells (naive/central memory)
idmanalb-1,CD4+ T cells (naive/central memory)
idmckpip-1,CD4+ T cells (naive/central memory)
idmcpmbl-1,CD4+ T cells (naive/central memory)
idmeipio-1,Possible Mast Cells / Neuroendocrine-like
idmeoedb-1,CD4+ T cells (naive/central memory)
idmgefac-1,CD4+ T cells (naive/central memory)
idmhjjjp-1,CD4+ T cells (naive/central memory)
idmiamgg-1,CD4+ T cells (naive/central memory)
idmkgcog-1,CD4+ T cells (naive/central memory)
idmkjiio-1,CD4+ T cells (naive/central memory)
idmkooho-1,CD4+ T cells (naive/central memory)
idmmflim-1,CD4+ T cells (naive/central memory)
idmneiap-1,CD4+ T cells (naive/central memory)
idmnligo-1,CD4+ T cells (naive/central memory)
idnademi-1,B cells
idnaigif-1,CD4+ T cells (naive/central memory)
idnbkejo-1,CD4+ T cells (naive/central memory)
idnblfco-1,Possible Mast Cells / Neuroendocrine-like
idnddbej-1,CD4+ T cells (naive/central memory)
idndehjf-1,CD4+ T cells (naive/central memory)
idndfdhp-1,Smooth Muscle Cells
idnennpn-1,Smooth Muscle Cells
idnfcbjb-1,CD4+ T cells (naive/central memory)
idnfdbko-1,CD4+ T cells (naive/central memory)
idngfdeo-1,Smooth Muscle Cells
idnghkpl-1,CD8+ Cytotoxic T cells
idnhfiek-1,Smooth Muscle Cells
idnjkchp-1,Fibroblasts / Myofibroblasts (Stromal cells)
idnjoelj-1,Natural Killer (NK) cells
idnkncke-1,Anti-inflammatory Macrophages (M2-like)
idnlhdkl-1,CD4+ T cells (naive/central memory)
idnmglfm-1,Smooth Muscle Cells
idnnfgfe-1,Anti-inflammatory Macrophages (M2-like)
idnoaffp-1,CD4+ T cells (naive/central memory)
idnocifi-1,CD4+ T cells (naive/central memory)
idnohnac-1,Plasma Cells (differentiated B cells)
idnopcfi-1,Plasma Cells (differentiated B cells)
idnpdife-1,Smooth Muscle Cells
idnpklfm-1,Anti-inflammatory Macrophages (M2-like)
idoadgke-1,Smooth Muscle Cells (and/or Myofibroblasts)
idobnaeb-1,Smooth Muscle Cells (and/or Myofibroblasts)
idodkdhj-1,Smooth Muscle Cells
idoecoel-1,Smooth Muscle Cells (and/or Myofibroblasts)
idofabmj-1,Fibroblasts (Stromal cells)
idogdemc-1,Plasma Cells (differentiated B cells)
idogipjg-1,Possible Mast Cells / Neuroendocrine-like
idogmjfi-1,Plasma Cells (differentiated B cells)
idohfhoa-1,Plasma Cells (differentiated B cells)
idohgeef-1,Fibroblasts / Myofibroblasts (Stromal cells)
idohjaka-1,Plasma Cells (differentiated B cells)
idohmknd-1,Fibroblasts / Myofibroblasts (Stromal cells)
idoilajm-1,Plasma Cells (differentiated B cells)
idojdjfo-1,CD4+ T cells (naive/central memory)
idolcfah-1,Smooth Muscle Cells (and/or Myofibroblasts)
idolgeic-1,Cytotoxic/NK-like T cells
idomkpme-1,CD4+ T cells (naive/central memory)
idonapoe-1,CD4+ T cells (naive/central memory)
idpackpg-1,Plasma Cells (differentiated B cells)
idpbomoa-1,Fibroblasts / Myofibroblasts (Stromal cells)
idpcojmm-1,Anti-inflammatory Macrophages (M2-like)
idpdckic-1,Smooth Muscle Cells (and/or Myofibroblasts)
idpdjjcg-1,Anti-inflammatory Macrophages (M2-like)
idpeblnc-1,CD8+ Cytotoxic T cells
idpeckca-1,Smooth Muscle Cells
idpejbcb-1,CD14+ Monocytes / Macrophages
idpelleg-1,CD8+ Cytotoxic T cells
idpfkegf-1,CD4+ T cells (naive/central memory)
idpgcjfn-1,Anti-inflammatory Macrophages (M2-like)
idpgiohm-1,CD14+ Monocytes / Macrophages
idphnhkh-1,Plasma Cells (differentiated B cells)
idpjhoem-1,Anti-inflammatory Macrophages (M2-like)
idpkpiil-1,Fibroblasts (Stromal cells)
idplfnab-1,Fibroblasts (Stromal cells)
idplmggl-1,Smooth Muscle Cells (and/or Myofibroblasts)
idpoggjl-1,Fibroblasts / Myofibroblasts (Stromal cells)
idppoahm-1,Anti-inflammatory Macrophages (M2-like)
ieaaakic-1,Smooth Muscle Cells
ieadchbj-1,Smooth Muscle Cells
ieaddmcd-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieaecddi-1,Smooth Muscle Cells
ieaekkam-1,Smooth Muscle Cells
ieaflieh-1,Smooth Muscle Cells
ieafllpo-1,CD4+ T cells (naive/central memory)
ieafoloj-1,Smooth Muscle Cells
ieaigfof-1,Plasma Cells (differentiated B cells)
ieajpjkm-1,Anti-inflammatory Macrophages (M2-like)
ieakhcng-1,Anti-inflammatory Macrophages (M2-like)
ieaklieb-1,CD8+ Cytotoxic T cells
ieamloji-1,Smooth Muscle Cells
ieancleb-1,Smooth Muscle Cells
ieanolki-1,Smooth Muscle Cells (and/or Myofibroblasts)
ieaojndp-1,Plasma Cells (differentiated B cells)
ieapilfk-1,Anti-inflammatory Macrophages (M2-like)
iebcbipb-1,Plasma Cells (differentiated B cells)
iebcibej-1,CD4+ T cells (naive/central memory)
iebfbbel-1,Plasma Cells (differentiated B cells)
iebijioa-1,CD8+ Cytotoxic T cells
iebioadf-1,Smooth Muscle Cells
iebjapoe-1,Natural Killer (NK) cells
iebjkmem-1,CD4+ T cells (naive/central memory)
iebkccmp-1,Smooth Muscle Cells (and/or Myofibroblasts)
ieblmkab-1,CD4+ T cells (naive/central memory)
iebmjbgi-1,Naive/Central Memory T cells
iebpkphk-1,CD4+ T cells (naive/central memory)
iebppbgd-1,CD8+ Cytotoxic T cells
iecagebj-1,Anti-inflammatory Macrophages (M2-like)
iecblnlh-1,Smooth Muscle Cells (and/or Myofibroblasts)
iecdjcnb-1,CD4+ T cells (naive/central memory)
iecemgjc-1,B cells
iecfhjoc-1,Plasma Cells (differentiated B cells)
iecfoanm-1,Anti-inflammatory Macrophages (M2-like)
iecgagdd-1,Smooth Muscle Cells
iecgmjbm-1,Anti-inflammatory Macrophages (M2-like)
iechalhc-1,Plasma Cells (differentiated B cells)
iechcbjn-1,Fibroblasts / Myofibroblasts (Stromal cells)
iecialin-1,CD8+ Cytotoxic T cells
ieciljon-1,Smooth Muscle Cells
iecjeocl-1,Plasma Cells (differentiated B cells)
ieckdjdo-1,Smooth Muscle Cells
iecokkdh-1,Fibroblasts / Myofibroblasts (Stromal cells)
iecoldog-1,Fibroblasts / Myofibroblasts (Stromal cells)
iedalajn-1,CD4+ T cells (naive/central memory)
iedamkac-1,Plasma Cells (differentiated B cells)
iedblolk-1,Anti-inflammatory Macrophages (M2-like)
ieddcbjg-1,Plasma Cells (differentiated B cells)
ieddnfpe-1,Natural Killer (NK) cells
ieddppbm-1,Smooth Muscle Cells (and/or Myofibroblasts)
iedhfake-1,Plasma Cells (differentiated B cells)
iedhkifd-1,Smooth Muscle Cells
iedjfjia-1,Plasma Cells (differentiated B cells)
iednldcc-1,CD4+ T cells (naive/central memory)
ieeaohig-1,Smooth Muscle Cells
ieebgkeo-1,Plasma Cells (differentiated B cells)
ieedhelo-1,Plasma Cells (differentiated B cells)
ieefmgco-1,Plasma Cells (differentiated B cells)
ieegcdgk-1,Anti-inflammatory Macrophages (M2-like)
ieeldjep-1,Smooth Muscle Cells
ieelpmoc-1,CD4+ T cells (naive/central memory)
ieendkkb-1,Anti-inflammatory Macrophages (M2-like)
ieeomecc-1,Smooth Muscle Cells
iefbpjel-1,Fibroblasts / Myofibroblasts (Stromal cells)
iefclakc-1,CD4+ T cells (naive/central memory)
iefgdpla-1,Anti-inflammatory Macrophages (M2-like)
ieflemgp-1,Anti-inflammatory Macrophages (M2-like)
iefmfflf-1,Fibroblasts / Myofibroblasts (Stromal cells)
iefnalhf-1,Smooth Muscle Cells (and/or Myofibroblasts)
iefnpjcm-1,Smooth Muscle Cells
iefogajd-1,Plasma Cells (differentiated B cells)
iefpbhbk-1,CD4+ T cells (naive/central memory)
iegamjdo-1,CD4+ T cells (naive/central memory)
iegbijcp-1,Smooth Muscle Cells
iegdoepa-1,Smooth Muscle Cells
iegejilb-1,Smooth Muscle Cells
ieghjnbo-1,Anti-inflammatory Macrophages (M2-like)
iegibhni-1,Cytotoxic/NK-like T cells
iegihioo-1,Anti-inflammatory Macrophages (M2-like)
iegmefpi-1,CD4+ T cells (naive/central memory)
iegmjaln-1,Smooth Muscle Cells
iegmljoe-1,Smooth Muscle Cells
iegnleal-1,Smooth Muscle Cells
iegodjmo-1,Fibroblasts / Myofibroblasts (Stromal cells)
iegolfnc-1,Smooth Muscle Cells
iegpgjaf-1,Fibroblasts / Myofibroblasts (Stromal cells)
iehabpdi-1,Anti-inflammatory Macrophages (M2-like)
iehclgjc-1,Macrophages
iehegmfg-1,Anti-inflammatory Macrophages (M2-like)
iehfdpnl-1,Smooth Muscle Cells
iehgakkn-1,Anti-inflammatory Macrophages (M2-like)
iehimepp-1,Anti-inflammatory Macrophages (M2-like)
iehmenaf-1,Smooth Muscle Cells
iehmppif-1,Smooth Muscle Cells (and/or Myofibroblasts)
iehnknmk-1,Smooth Muscle Cells
iehocabh-1,Plasma Cells (differentiated B cells)
iehojejc-1,Fibroblasts / Myofibroblasts (Stromal cells)
iehonaig-1,Fibroblasts / Myofibroblasts (Stromal cells)
iehpefnh-1,Plasma Cells (differentiated B cells)
iehpnigd-1,Anti-inflammatory Macrophages (M2-like)
ieiaglmi-1,Smooth Muscle Cells
ieiailba-1,Anti-inflammatory Macrophages (M2-like)
ieibillp-1,Smooth Muscle Cells
ieiclobk-1,Smooth Muscle Cells
ieiejiep-1,Smooth Muscle Cells
ieifngon-1,Smooth Muscle Cells
ieigbjjf-1,Plasma Cells (differentiated B cells)
ieigcogg-1,Smooth Muscle Cells
ieijalfo-1,Smooth Muscle Cells
ieijigdc-1,Anti-inflammatory Macrophages (M2-like)
ieimglgc-1,Smooth Muscle Cells
ieinlbda-1,Plasma Cells (differentiated B cells)
iejagfbl-1,CD4+ T cells (naive/central memory)
iejajjco-1,Smooth Muscle Cells
iejbdond-1,Smooth Muscle Cells
iejbopbd-1,Smooth Muscle Cells
iejcalma-1,Smooth Muscle Cells
iejcppmb-1,Smooth Muscle Cells
iejdajec-1,Smooth Muscle Cells
iejddbnf-1,Plasma Cells (differentiated B cells)
iejedgjb-1,CD8+ Cytotoxic T cells
iejekmfg-1,CD8+ Cytotoxic T cells
iejemofk-1,CD14+ Monocytes / Macrophages
iejfabkk-1,CD8+ Cytotoxic T cells
iejfdkkn-1,CD8+ Cytotoxic T cells
iejhjngc-1,CD4+ T cells (naive/central memory)
iejhpkmk-1,Possible Mast Cells / Neuroendocrine-like
iejiplin-1,CD8+ Cytotoxic T cells
iejjjmcg-1,CD4+ T cells (naive/central memory)
iejknoij-1,CD4+ T cells (naive/central memory)
iejlhhii-1,CD4+ T cells (naive/central memory)
iejmljhc-1,CD8+ Cytotoxic T cells
iejofijg-1,CD8+ Cytotoxic T cells
iekambcp-1,Natural Killer (NK) cells
iekbhffd-1,CD8+ Cytotoxic T cells
iekdceen-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
iekflggc-1,Cytotoxic/NK-like T cells
iekfnjli-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
iekgahpf-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
iekgoeph-1,CD4+ T cells (naive/central memory)
iekhjjnj-1,CD4+ T cells (naive/central memory)
iekhkcjn-1,CD8+ Cytotoxic T cells
iekihdgd-1,CD8+ Cytotoxic T cells
iekjnbli-1,CD4+ T cells (naive/central memory)
iekjpamh-1,CD4+ T cells (naive/central memory)
iekkjlbp-1,CD8+ Cytotoxic T cells
ieklpomc-1,B cells
ieknjmnn-1,B cells
iekoeeja-1,CD4+ T cells (naive/central memory)
ielaogmn-1,CD4+ T cells (naive/central memory)
ielcfinp-1,CD8+ Cytotoxic T cells
ielcfkga-1,CD8+ Cytotoxic T cells
ielcglem-1,CD8+ Cytotoxic T cells
ieldmhai-1,CD8+ Cytotoxic T cells
ielebald-1,CD8+ Cytotoxic T cells
ielhicfb-1,Possible Mast Cells / Neuroendocrine-like
ielhoajm-1,CD8+ Cytotoxic T cells
ielidold-1,Plasma Cells (differentiated B cells)
ielnbmon-1,CD4+ T cells (naive/central memory)
ielngecf-1,Plasma Cells (differentiated B cells)
ielnnepe-1,CD4+ T cells (naive/central memory)
ielokkgc-1,Anti-inflammatory Macrophages (M2-like)
ielonjnp-1,CD8+ Cytotoxic T cells
ielpapan-1,CD4+ T cells (naive/central memory)
ielphfhl-1,Endothelial Cells
ielpplfl-1,CD4+ T cells (naive/central memory)
iemadiea-1,Naive/Central Memory T cells
iemcciaf-1,Anti-inflammatory Macrophages (M2-like)
iemcnopa-1,CD8+ Cytotoxic T cells
iemdcofb-1,Smooth Muscle Cells (and/or Myofibroblasts)
iemfaocm-1,CD8+ Cytotoxic T cells
iemflmhh-1,CD14+ Monocytes / Macrophages
iemgnial-1,CD8+ Cytotoxic T cells
iemhjopc-1,CD8+ Cytotoxic T cells
iemihcdi-1,Endothelial Cells
iemjcaok-1,CD4+ T cells (naive/central memory)
iemjgocl-1,Smooth Muscle Cells
iemkjogp-1,CD4+ T cells (naive/central memory)
iemmoekh-1,Smooth Muscle Cells (and/or Myofibroblasts)
iemngfnc-1,Fibroblasts / Myofibroblasts (Stromal cells)
iemolmif-1,Smooth Muscle Cells (and/or Myofibroblasts)
iemomfof-1,Fibroblasts / Myofibroblasts (Stromal cells)
iempnklh-1,Smooth Muscle Cells
ienbnkmk-1,Anti-inflammatory Macrophages (M2-like)
iendjbjg-1,B cells
ienebhgo-1,Smooth Muscle Cells
ienfbkam-1,Anti-inflammatory Macrophages (M2-like)
ienfmamm-1,Smooth Muscle Cells (and/or Myofibroblasts)
ienghcfa-1,CD4+ T cells (naive/central memory)
ienhkchc-1,Fibroblasts / Myofibroblasts (Stromal cells)
ienjgkeg-1,CD4+ T cells (naive/central memory)
ienjmgko-1,CD4+ T cells (naive/central memory)
ienklfei-1,Fibroblasts / Myofibroblasts (Stromal cells)
ienmbmbb-1,Plasma Cells (differentiated B cells)
ienneipm-1,Fibroblasts / Myofibroblasts (Stromal cells)
iennlidf-1,Fibroblasts / Myofibroblasts (Stromal cells)
ienpinjd-1,CD14+ Monocytes / Macrophages
ieoadedg-1,Plasma Cells (differentiated B cells)
ieobalpp-1,Smooth Muscle Cells (and/or Myofibroblasts)
ieobcjfg-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieodbjig-1,CD4+ T cells (naive/central memory)
ieodepae-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieoemipf-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieofllhh-1,Plasma Cells (differentiated B cells)
ieogjcol-1,Fibroblasts (Stromal cells)
ieojlpjo-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieolhnad-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieoloecc-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieoneepo-1,Smooth Muscle Cells
ieonimdi-1,Fibroblasts / Myofibroblasts (Stromal cells)
ieooaiho-1,Cytotoxic/NK-like T cells
ieopbjll-1,B cells
iepblhja-1,Anti-inflammatory Macrophages (M2-like)
iepddaab-1,Anti-inflammatory Macrophages (M2-like)
iepddkke-1,Plasma Cells (differentiated B cells)
iepefbok-1,Fibroblasts / Myofibroblasts (Stromal cells)
iepfhkgg-1,CD8+ Cytotoxic T cells
iepfnhcf-1,Anti-inflammatory Macrophages (M2-like)
iepfpgkg-1,CD4+ T cells (naive/central memory)
iephbhbh-1,Fibroblasts / Myofibroblasts (Stromal cells)
iepjcbhg-1,Cytotoxic/NK-like T cells
iepjgjhp-1,CD8+ Cytotoxic T cells
iepkamon-1,CD4+ T cells (naive/central memory)
iepkbped-1,Possible Mast Cells / Neuroendocrine-like
iepmbgnf-1,CD4+ T cells (naive/central memory)
iepmlofe-1,CD14+ Monocytes / Macrophages
iepnbcjn-1,Plasma Cells (differentiated B cells)
iepnoobp-1,CD4+ T cells (naive/central memory)
iepodack-1,Smooth Muscle Cells
ifabakeg-1,Macrophages
ifabnjep-1,CD4+ T cells (naive/central memory)
ifadgenb-1,CD4+ T cells (naive/central memory)
ifadmama-1,CD4+ T cells (naive/central memory)
ifaebkjl-1,CD8+ Cytotoxic T cells
ifafjmip-1,CD4+ T cells (naive/central memory)
ifafkcnm-1,Anti-inflammatory Macrophages (M2-like)
ifafnnfe-1,Plasma Cells (differentiated B cells)
ifafodgo-1,Natural Killer (NK) cells
ifagaghj-1,Smooth Muscle Cells (and/or Myofibroblasts)
ifaglbcm-1,Naive/Central Memory T cells
ifahgbfp-1,CD8+ Cytotoxic T cells
ifakanif-1,Cytotoxic/NK-like T cells
ifakgedf-1,B cells
ifamedcc-1,CD4+ T cells (naive/central memory)
ifamjgpl-1,CD4+ T cells (naive/central memory)
ifaobdcd-1,Natural Killer (NK) cells
ifapfgdk-1,CD8+ Cytotoxic T cells
ifbajbmb-1,Fibroblasts / Myofibroblasts (Stromal cells)
ifbaoacc-1,B cells
ifbbbikn-1,CD4+ T cells (naive/central memory)
ifbblfbc-1,Natural Killer (NK) cells
ifbcbcdm-1,CD4+ T cells (naive/central memory)
ifbdmbmj-1,Fibroblasts (Stromal cells)
ifbeehfg-1,Fibroblasts / Myofibroblasts (Stromal cells)
ifbfnehk-1,CD4+ T cells (naive/central memory)
ifbgdfkp-1,Anti-inflammatory Macrophages (M2-like)
ifbidghf-1,CD4+ T cells (naive/central memory)
ifbnplfg-1,B cells
ifbohhfo-1,Macrophages (possibly FCGR1A+ subset)
ifbojeeo-1,Fibroblasts / Myofibroblasts (Stromal cells)
ifboppkl-1,Natural Killer (NK) cells
ifbpdpgo-1,CD4+ T cells (naive/central memory)
ifbpfabp-1,CD8+ Cytotoxic T cells
ifbplcid-1,CD4+ T cells (naive/central memory)
ifcdgnji-1,CD4+ T cells (naive/central memory)
ifcdplgk-1,Plasma Cells (differentiated B cells)
ifcebhll-1,CD4+ T cells (naive/central memory)
ifcecdna-1,Smooth Muscle Cells (and/or Myofibroblasts)
ifcefogd-1,CD4+ T cells (naive/central memory)
ifchccho-1,Smooth Muscle Cells
ifchphhe-1,Plasma Cells (differentiated B cells)
ifcicmcm-1,B cells
ifciplga-1,CD4+ T cells (naive/central memory)
ifcjabbe-1,CD8+ Cytotoxic T cells
ifcjgaid-1,CD4+ T cells (naive/central memory)
ifckaaon-1,Plasma Cells (differentiated B cells)
ifckmogj-1,Anti-inflammatory Macrophages (M2-like)
ifclhjll-1,CD8+ Cytotoxic T cells
ifcmjhjm-1,Natural Killer (NK) cells
ifcnpgog-1,CD4+ T cells (naive/central memory)
ifdabigo-1,B cells
ifdaigem-1,CD4+ T cells (naive/central memory)
ifdbhkhg-1,CD4+ T cells (naive/central memory)
ifdcbdfg-1,CD4+ T cells (naive/central memory)
ifdccdhn-1,CD4+ T cells (naive/central memory)
ifddeiec-1,CD4+ T cells (naive/central memory)
